variant,replicate,CDK46_null_mean_percentile
column_minmax,0,0.582554509242
column_minmax,1,0.654205580552
column_minmax,2,0.461059187849
column_minmax,3,0.436137070258
column_minmax,4,0.669781923294
column_minmax,5,0.482866033912
column_minmax,6,0.663551390171
column_minmax,7,0.510903418064
column_minmax,8,0.697819312414
column_minmax,9,0.373831783732
column_minmax,10,0.426791290442
column_minmax,11,0.760124623775
column_minmax,12,0.647975067298
column_minmax,13,0.417445470889
column_minmax,14,0.498442371686
column_minmax,15,0.560747670631
column_minmax,16,0.669781923294
column_minmax,17,0.750778834025
column_minmax,18,0.6074766318
column_minmax,19,0.722741425037
column_minmax,20,0.747663557529
column_minmax,21,0.414330224196
column_minmax,22,0.83177570502
column_minmax,23,0.489096562068
column_minmax,24,0.538940807184
column_minmax,25,0.722741425037
column_minmax,26,0.67289719979
column_minmax,27,0.747663537661
column_minmax,28,0.595015580455
column_minmax,29,0.669781923294
column_minmax,30,0.691588779291
column_minmax,31,0.467289720972
column_minmax,32,0.825545171897
column_minmax,33,0.657320857048
column_minmax,34,0.380062306921
column_minmax,35,0.707165122032
column_minmax,36,0.651090323925
column_minmax,37,0.638629297415
column_minmax,38,0.663551410039
column_minmax,39,0.722741444906
column_minmax,40,0.632398744424
column_minmax,41,0.566978176435
column_minmax,42,0.389408101638
column_minmax,43,0.691588779291
column_minmax,44,0.317757012943
column_minmax,45,0.676012456417
column_minmax,46,0.741433004538
column_minmax,47,0.632398754358
column_minmax,48,0.65732088685
column_minmax,49,0.392523373167
column_minmax,50,0.626168241103
column_minmax,51,0.610591898362
column_minmax,52,0.411214947701
column_minmax,53,0.797507782777
column_minmax,54,0.376947035392
column_minmax,55,0.436137065291
column_minmax,56,0.672897189856
column_minmax,57,0.700934588909
column_minmax,58,0.380062314371
column_minmax,59,0.619937688112
column_minmax,60,0.613707164923
column_minmax,61,0.504672904809
column_minmax,62,0.514018699527
column_minmax,63,0.454828654726
column_minmax,64,0.71028037866
column_minmax,65,0.383177568515
column_minmax,66,0.838006238143
column_minmax,67,0.38629283011
column_minmax,68,0.595015570521
column_minmax,69,0.473520249128
column_minmax,70,0.641744544109
column_minmax,71,0.523364494244
column_minmax,72,0.613707164923
column_minmax,73,0.563862929742
column_minmax,74,0.806853592396
column_minmax,75,0.395638614893
column_minmax,76,0.585669775804
column_minmax,77,0.579439252615
column_minmax,78,0.495327105125
column_minmax,79,0.504672884941
column_minmax,80,0.520249217749
column_minmax,81,0.629283497731
column_minmax,82,0.747663557529
column_minmax,83,0.623052949707
column_minmax,84,0.323987538616
column_minmax,85,0.638629277547
column_minmax,86,0.676012456417
column_minmax,87,0.691588779291
column_minmax,88,0.526479731003
column_minmax,89,0.669781923294
column_minmax,90,0.660436143478
column_minmax,91,0.591900308927
column_minmax,92,0.61993770798
column_minmax,93,0.417445480824
column_minmax,94,0.573208719492
column_minmax,95,0.442367593447
column_minmax,96,0.722741425037
column_minmax,97,0.563862919807
column_minmax,98,0.426791275541
column_minmax,99,0.557632386684
column_minmax,100,0.417445490758
column_minmax,101,0.732087234656
column_minmax,102,0.417445490758
column_minmax,103,0.398753886422
column_minmax,104,0.47663551569
column_minmax,105,0.738317747911
column_minmax,106,0.657320876916
column_minmax,107,0.436137080193
column_minmax,108,0.538940797249
column_minmax,109,0.563862929742
column_minmax,110,0.520249207815
column_minmax,111,0.476635505756
column_minmax,112,0.348909656207
column_minmax,113,0.317757012943
column_minmax,114,0.660436133544
column_minmax,115,0.40186915795
column_minmax,116,0.722741444906
column_minmax,117,0.461059182882
column_minmax,118,0.489096576969
column_minmax,119,0.679127732913
column_minmax,120,0.364485984047
column_minmax,121,0.504672894875
column_minmax,122,0.423676013947
column_minmax,123,0.753894090652
column_minmax,124,0.71962616841
column_minmax,125,0.613707154989
column_minmax,126,0.457943916321
column_minmax,127,0.685358266036
column_minmax,128,0.672897189856
column_minmax,129,0.601246118546
column_minmax,130,0.763239880403
column_minmax,131,0.557632406553
column_minmax,132,0.532710283995
column_minmax,133,0.358255460858
column_minmax,134,0.613707150022
column_minmax,135,0.330218068014
column_minmax,136,0.373831776281
column_minmax,137,0.504672884941
column_minmax,138,0.595015575488
column_minmax,139,0.389408086737
column_minmax,140,0.635514010986
column_minmax,141,0.538940817118
column_minmax,142,0.775700936715
column_minmax,143,0.476635525624
column_minmax,144,0.595015585423
column_minmax,145,0.548286591967
column_minmax,146,0.76635513703
column_minmax,147,0.542056073745
column_minmax,148,0.831775685151
column_minmax,149,0.429906527201
column_minmax,150,0.785046716531
column_minmax,151,0.573208729426
column_minmax,152,0.476635525624
column_minmax,153,0.448598131537
column_minmax,154,0.408099681139
column_minmax,155,0.451713383198
column_minmax,156,0.71028037866
column_minmax,157,0.663551410039
column_minmax,158,0.330218074222
column_minmax,159,0.663551390171
column_minmax,160,0.775700926781
column_minmax,161,0.464174459378
column_minmax,162,0.676012446483
column_minmax,163,0.769470393658
column_minmax,164,0.635514001052
column_minmax,165,0.710280388594
column_minmax,166,0.604361385107
column_minmax,167,0.679127732913
column_minmax,168,0.576323981086
column_minmax,169,0.747663537661
column_minmax,170,0.800623059273
column_minmax,171,0.445482869943
column_minmax,172,0.775700946649
column_minmax,173,0.295950154463
column_minmax,174,0.732087234656
column_minmax,175,0.57009345293
column_minmax,176,0.317757005493
column_minmax,177,0.473520249128
column_minmax,178,0.323987534891
column_minmax,179,0.470404972633
column_minmax,180,0.632398764292
column_minmax,181,0.59501555562
column_minmax,182,0.588785052299
column_minmax,183,0.582554509242
column_minmax,184,0.663551410039
column_minmax,185,0.395638634761
column_minmax,186,0.722741444906
column_minmax,187,0.532710293929
column_minmax,188,0.76635513703
column_minmax,189,0.629283487797
column_minmax,190,0.735202511152
column_minmax,191,0.613707174857
column_minmax,192,0.947040498257
column_minmax,193,0.644859820604
column_minmax,194,0.591900313894
column_minmax,195,0.404984414577
column_minmax,196,0.392523358266
column_minmax,197,0.63551402092
column_minmax,198,0.492211838563
column_minmax,199,0.672897179921
column_minmax,200,0.660436153412
column_minmax,201,0.386292835077
column_minmax,202,0.535825530688
column_minmax,203,0.809968849023
column_minmax,204,0.65732088685
column_minmax,205,0.420560747385
column_minmax,206,0.613707164923
column_minmax,207,0.473520259062
column_minmax,208,0.722741415103
column_minmax,209,0.55451712509
column_minmax,210,0.398753901323
column_minmax,211,0.317757015427
column_minmax,212,0.595015565554
column_minmax,213,0.819314638774
column_minmax,214,0.339563866456
column_minmax,215,0.482866048813
column_minmax,216,0.598130832116
column_minmax,217,0.420560742418
column_minmax,218,0.691588779291
column_minmax,219,0.651090333859
column_minmax,220,0.591900308927
column_minmax,221,0.560747673114
column_minmax,222,0.750778794289
column_minmax,223,0.651090343793
column_minmax,224,0.710280358791
column_minmax,225,0.629283487797
