variant,replicate,CDK46_null_mean_percentile
column_minmax,0,0.591900308927
column_minmax,1,0.604361375173
column_minmax,2,0.601246098677
column_minmax,3,0.361370719969
column_minmax,4,0.704049845537
column_minmax,5,0.682242999474
column_minmax,6,0.398753891389
column_minmax,7,0.753894090652
column_minmax,8,0.68224298954
column_minmax,9,0.63239873449
column_minmax,10,0.514018684626
column_minmax,11,0.373831778765
column_minmax,12,0.48598130544
column_minmax,13,0.361370707552
column_minmax,14,0.429906542102
column_minmax,15,0.828660448392
column_minmax,16,0.704049865405
column_minmax,17,0.492211833596
column_minmax,18,0.492211838563
column_minmax,19,0.613707184792
column_minmax,20,0.523364489277
column_minmax,21,0.791277249654
column_minmax,22,0.529595012466
column_minmax,23,0.398753901323
column_minmax,24,0.68224298954
column_minmax,25,0.613707145055
column_minmax,26,0.476635520657
column_minmax,27,0.380062296987
column_minmax,28,0.283489098152
column_minmax,29,0.713395635287
column_minmax,30,0.651090343793
column_minmax,31,0.504672894875
column_minmax,32,0.445482860009
column_minmax,33,0.314641751349
column_minmax,34,0.510903418064
column_minmax,35,0.367601243158
column_minmax,36,0.641744554043
column_minmax,37,0.63551402092
column_minmax,38,0.719626188278
column_minmax,39,0.320872281988
column_minmax,40,0.666666676601
column_minmax,41,0.722741444906
column_minmax,42,0.439252321919
column_minmax,43,0.52024923265
column_minmax,44,0.47663551569
column_minmax,45,0.454828649759
column_minmax,46,0.626168231169
column_minmax,47,0.401869165401
column_minmax,48,0.71028037866
column_minmax,49,0.588785052299
column_minmax,50,0.666666686535
column_minmax,51,0.545171350241
column_minmax,52,0.395638634761
column_minmax,53,0.323987538616
column_minmax,54,0.520249217749
column_minmax,55,0.479750772317
column_minmax,56,0.548286611835
column_minmax,57,0.738317747911
column_minmax,58,0.417445480824
column_minmax,59,0.545171340307
column_minmax,60,0.510903427998
column_minmax,61,0.358255454029
column_minmax,62,0.722741434971
column_minmax,63,0.716510891914
column_minmax,64,0.626168211301
column_minmax,65,0.485981315374
column_minmax,66,0.545171330372
column_minmax,67,0.373831778765
column_minmax,68,0.554517144958
column_minmax,69,0.417445495725
column_minmax,70,0.426791270574
column_minmax,71,0.523364494244
column_minmax,72,0.563862939676
column_minmax,73,0.566978186369
column_minmax,74,0.616822421551
column_minmax,75,0.514018704494
column_minmax,76,0.623052954674
column_minmax,77,0.595015575488
column_minmax,78,0.299065421025
column_minmax,79,0.535825550556
column_minmax,80,0.735202491283
column_minmax,81,0.523364474376
column_minmax,82,0.619937688112
column_minmax,83,0.672897179921
column_minmax,84,0.697819312414
column_minmax,85,0.535825540622
column_minmax,86,0.595015575488
column_minmax,87,0.479750782251
column_minmax,88,0.498442361752
column_minmax,89,0.647975067298
column_minmax,90,0.570093462865
column_minmax,91,0.398753896356
column_minmax,92,0.638629287481
column_minmax,93,0.763239880403
column_minmax,94,0.629283497731
column_minmax,95,0.691588799159
column_minmax,96,0.657320866982
column_minmax,97,0.616822431485
column_minmax,98,0.507788151503
column_minmax,99,0.423676013947
column_minmax,100,0.417445480824
column_minmax,101,0.588785052299
column_minmax,102,0.644859820604
column_minmax,103,0.517133951187
column_minmax,104,0.470404972633
column_minmax,105,0.526479750872
column_minmax,106,0.40186915795
column_minmax,107,0.604361375173
column_minmax,108,0.582554509242
column_minmax,109,0.535825530688
column_minmax,110,0.277258559441
column_minmax,111,0.51401869456
column_minmax,112,0.292834887902
column_minmax,113,0.457943926255
column_minmax,114,0.875389417013
column_minmax,115,0.529595007499
column_minmax,116,0.579439252615
column_minmax,117,0.697819312414
column_minmax,118,0.442367608349
column_minmax,119,0.700934588909
column_minmax,120,0.666666666667
column_minmax,121,0.345794394612
column_minmax,122,0.588785032431
column_minmax,123,0.570093462865
column_minmax,124,0.604361365239
column_minmax,125,0.595015575488
column_minmax,126,0.404984424512
column_minmax,127,0.610591908296
column_minmax,128,0.691588789225
column_minmax,129,0.672897189856
column_minmax,130,0.629283487797
column_minmax,131,0.526479765773
column_minmax,132,0.834890981515
column_minmax,133,0.495327105125
column_minmax,134,0.781931459904
column_minmax,135,0.361370710035
column_minmax,136,0.632398744424
column_minmax,137,0.604361365239
column_minmax,138,0.545171350241
column_minmax,139,0.479750772317
column_minmax,140,0.439252331853
column_minmax,141,0.423676001529
column_minmax,142,0.545171350241
column_minmax,143,0.669781943162
column_minmax,144,0.775700926781
column_minmax,145,0.641744549076
column_minmax,146,0.398753886422
column_minmax,147,0.906542062759
column_minmax,148,0.467289725939
column_minmax,149,0.51401869456
column_minmax,150,0.361370711277
column_minmax,151,0.700934569041
column_minmax,152,0.585669795672
column_minmax,153,0.704049845537
column_minmax,154,0.414330224196
column_minmax,155,0.616822431485
column_minmax,156,0.700934588909
column_minmax,157,0.722741434971
column_minmax,158,0.616822441419
column_minmax,159,0.445482879877
column_minmax,160,0.395638634761
column_minmax,161,0.657320857048
column_minmax,162,0.55763237675
column_minmax,163,0.554517130057
column_minmax,164,0.479750777284
column_minmax,165,0.816199382146
column_minmax,166,0.517133961121
column_minmax,167,0.398753881454
column_minmax,168,0.417445475856
column_minmax,169,0.579439242681
column_minmax,170,0.454828654726
column_minmax,171,0.641744544109
column_minmax,172,0.570093462865
column_minmax,173,0.336448607345
column_minmax,174,0.489096572002
column_minmax,175,0.753894090652
column_minmax,176,0.336448597411
column_minmax,177,0.6074766318
column_minmax,178,0.591900298993
column_minmax,179,0.411214955151
column_minmax,180,0.582554529111
column_minmax,181,0.520249212782
column_minmax,182,0.308411213259
column_minmax,183,0.479750782251
column_minmax,184,0.476635510723
column_minmax,185,0.619937698046
column_minmax,186,0.629283487797
column_minmax,187,0.623052964608
column_minmax,188,0.482866028945
column_minmax,189,0.345794384678
column_minmax,190,0.588785032431
column_minmax,191,0.333333333333
column_minmax,192,0.520249217749
column_minmax,193,0.526479750872
column_minmax,194,0.616822421551
column_minmax,195,0.526479750872
column_minmax,196,0.557632381717
column_minmax,197,0.713395655155
column_minmax,198,0.420560747385
column_minmax,199,0.376947040359
column_minmax,200,0.778816183408
column_minmax,201,0.517133966088
