variant,replicate,CDK46_null_mean_percentile
column_minmax,0,0.585669785738
column_minmax,1,0.604361375173
column_minmax,2,0.595015585423
column_minmax,3,0.361370719969
column_minmax,4,0.700934588909
column_minmax,5,0.676012476285
column_minmax,6,0.408099698524
column_minmax,7,0.747663557529
column_minmax,8,0.676012476285
column_minmax,9,0.635514010986
column_minmax,10,0.517133961121
column_minmax,11,0.373831778765
column_minmax,12,0.48598130544
column_minmax,13,0.361370707552
column_minmax,14,0.433021808664
column_minmax,15,0.822429895401
column_minmax,16,0.704049845537
column_minmax,17,0.492211833596
column_minmax,18,0.495327105125
column_minmax,19,0.61993770798
column_minmax,20,0.520249222716
column_minmax,21,0.785046736399
column_minmax,22,0.532710288962
column_minmax,23,0.40186915795
column_minmax,24,0.685358246168
column_minmax,25,0.610591888428
column_minmax,26,0.479750782251
column_minmax,27,0.380062296987
column_minmax,28,0.283489098152
column_minmax,29,0.713395635287
column_minmax,30,0.647975087166
column_minmax,31,0.504672904809
column_minmax,32,0.442367603381
column_minmax,33,0.317757015427
column_minmax,34,0.510903418064
column_minmax,35,0.37071651717
column_minmax,36,0.641744554043
column_minmax,37,0.641744544109
column_minmax,38,0.719626188278
column_minmax,39,0.327102810144
column_minmax,40,0.663551400105
column_minmax,41,0.722741444906
column_minmax,42,0.44236758848
column_minmax,43,0.52024923265
column_minmax,44,0.47663551569
column_minmax,45,0.451713393132
column_minmax,46,0.626168231169
column_minmax,47,0.401869165401
column_minmax,48,0.707165102164
column_minmax,49,0.588785032431
column_minmax,50,0.663551410039
column_minmax,51,0.542056073745
column_minmax,52,0.389408106605
column_minmax,53,0.274143303434
column_minmax,54,0.520249207815
column_minmax,55,0.47663551569
column_minmax,56,0.554517130057
column_minmax,57,0.741433004538
column_minmax,58,0.417445480824
column_minmax,59,0.545171340307
column_minmax,60,0.501557633281
column_minmax,61,0.358255454029
column_minmax,62,0.716510911783
column_minmax,63,0.716510911783
column_minmax,64,0.626168211301
column_minmax,65,0.48598130544
column_minmax,66,0.538940817118
column_minmax,67,0.376947045326
column_minmax,68,0.542056078712
column_minmax,69,0.420560747385
column_minmax,70,0.426791270574
column_minmax,71,0.514018704494
